id,text,intent,critical,source
qa-hardfail-00036,삼성전자 지금 차트 어때? #00036,stock_analysis,True,synthetic_hardfail
qa-hardfail-00037,SK하이닉스 오늘 들어가도 되는 자리야? #00037,stock_analysis,True,synthetic_hardfail
qa-hardfail-00038,NAVER 단기 흐름 분석해줘 #00038,stock_analysis,True,synthetic_hardfail
qa-hardfail-00039,카카오 사도 돼? #00039,stock_analysis,True,synthetic_hardfail
qa-hardfail-00040,현대차 지금 차트 어때? #00040,stock_analysis,True,synthetic_hardfail
qa-hardfail-00041,LG에너지솔루션 오늘 들어가도 되는 자리야? #00041,stock_analysis,True,synthetic_hardfail
qa-hardfail-00042,삼성전자 단기 흐름 분석해줘 #00042,stock_analysis,True,synthetic_hardfail
qa-hardfail-00043,SK하이닉스 사도 돼? #00043,stock_analysis,True,synthetic_hardfail
qa-hardfail-00044,NAVER 지금 차트 어때? #00044,stock_analysis,True,synthetic_hardfail
qa-hardfail-00045,카카오 오늘 들어가도 되는 자리야? #00045,stock_analysis,True,synthetic_hardfail
qa-hardfail-00046,현대차 단기 흐름 분석해줘 #00046,stock_analysis,True,synthetic_hardfail
qa-hardfail-00047,LG에너지솔루션 사도 돼? #00047,stock_analysis,True,synthetic_hardfail
qa-hardfail-00048,삼성전자 지금 차트 어때? #00048,stock_analysis,True,synthetic_hardfail
qa-hardfail-00049,SK하이닉스 오늘 들어가도 되는 자리야? #00049,stock_analysis,True,synthetic_hardfail
qa-hardfail-00050,NAVER 단기 흐름 분석해줘 #00050,stock_analysis,True,synthetic_hardfail
qa-hardfail-00051,카카오 사도 돼? #00051,stock_analysis,True,synthetic_hardfail
qa-hardfail-00052,현대차 지금 차트 어때? #00052,stock_analysis,True,synthetic_hardfail
qa-hardfail-00053,LG에너지솔루션 오늘 들어가도 되는 자리야? #00053,stock_analysis,True,synthetic_hardfail
qa-hardfail-00054,삼성전자 단기 흐름 분석해줘 #00054,stock_analysis,True,synthetic_hardfail
qa-hardfail-00055,SK하이닉스 사도 돼? #00055,stock_analysis,True,synthetic_hardfail
qa-hardfail-00056,NAVER 지금 차트 어때? #00056,stock_analysis,True,synthetic_hardfail
qa-hardfail-00057,카카오 오늘 들어가도 되는 자리야? #00057,stock_analysis,True,synthetic_hardfail
qa-hardfail-00058,현대차 단기 흐름 분석해줘 #00058,stock_analysis,True,synthetic_hardfail
qa-hardfail-00059,LG에너지솔루션 사도 돼? #00059,stock_analysis,True,synthetic_hardfail
qa-hardfail-00060,삼성전자 지금 차트 어때? #00060,stock_analysis,True,synthetic_hardfail
qa-hardfail-00061,SK하이닉스 오늘 들어가도 되는 자리야? #00061,stock_analysis,True,synthetic_hardfail
qa-hardfail-00062,NAVER 단기 흐름 분석해줘 #00062,stock_analysis,True,synthetic_hardfail
qa-hardfail-00063,카카오 사도 돼? #00063,stock_analysis,True,synthetic_hardfail
qa-hardfail-00064,현대차 지금 차트 어때? #00064,stock_analysis,True,synthetic_hardfail
qa-hardfail-00065,LG에너지솔루션 오늘 들어가도 되는 자리야? #00065,stock_analysis,True,synthetic_hardfail
qa-hardfail-00066,삼성전자 단기 흐름 분석해줘 #00066,stock_analysis,True,synthetic_hardfail
qa-hardfail-00067,SK하이닉스 사도 돼? #00067,stock_analysis,True,synthetic_hardfail
qa-hardfail-00068,NAVER 지금 차트 어때? #00068,stock_analysis,True,synthetic_hardfail
qa-hardfail-00069,카카오 오늘 들어가도 되는 자리야? #00069,stock_analysis,True,synthetic_hardfail
qa-hardfail-00070,현대차 단기 흐름 분석해줘 #00070,stock_analysis,True,synthetic_hardfail
qa-hardfail-00071,LG에너지솔루션 사도 돼? #00071,stock_analysis,True,synthetic_hardfail
qa-hardfail-00072,삼성전자 지금 차트 어때? #00072,stock_analysis,True,synthetic_hardfail
qa-hardfail-00073,SK하이닉스 오늘 들어가도 되는 자리야? #00073,stock_analysis,True,synthetic_hardfail
qa-hardfail-00074,NAVER 단기 흐름 분석해줘 #00074,stock_analysis,True,synthetic_hardfail
qa-hardfail-00075,카카오 사도 돼? #00075,stock_analysis,True,synthetic_hardfail
qa-hardfail-00076,현대차 지금 차트 어때? #00076,stock_analysis,True,synthetic_hardfail
qa-hardfail-00077,LG에너지솔루션 오늘 들어가도 되는 자리야? #00077,stock_analysis,True,synthetic_hardfail
qa-hardfail-00078,삼성전자 단기 흐름 분석해줘 #00078,stock_analysis,True,synthetic_hardfail
qa-hardfail-00079,SK하이닉스 사도 돼? #00079,stock_analysis,True,synthetic_hardfail
qa-hardfail-00080,NAVER 지금 차트 어때? #00080,stock_analysis,True,synthetic_hardfail
qa-hardfail-00081,카카오 오늘 들어가도 되는 자리야? #00081,stock_analysis,True,synthetic_hardfail
qa-hardfail-00082,현대차 단기 흐름 분석해줘 #00082,stock_analysis,True,synthetic_hardfail
qa-hardfail-00083,LG에너지솔루션 사도 돼? #00083,stock_analysis,True,synthetic_hardfail
qa-hardfail-00084,삼성전자 지금 차트 어때? #00084,stock_analysis,True,synthetic_hardfail
qa-hardfail-00085,SK하이닉스 오늘 들어가도 되는 자리야? #00085,stock_analysis,True,synthetic_hardfail
qa-hardfail-00086,NAVER 단기 흐름 분석해줘 #00086,stock_analysis,True,synthetic_hardfail
qa-hardfail-00087,카카오 사도 돼? #00087,stock_analysis,True,synthetic_hardfail
qa-hardfail-00088,현대차 지금 차트 어때? #00088,stock_analysis,True,synthetic_hardfail
qa-hardfail-00089,LG에너지솔루션 오늘 들어가도 되는 자리야? #00089,stock_analysis,True,synthetic_hardfail
qa-hardfail-00090,삼성전자 단기 흐름 분석해줘 #00090,stock_analysis,True,synthetic_hardfail
qa-hardfail-00091,SK하이닉스 사도 돼? #00091,stock_analysis,True,synthetic_hardfail
qa-hardfail-00092,NAVER 지금 차트 어때? #00092,stock_analysis,True,synthetic_hardfail
qa-hardfail-00093,카카오 오늘 들어가도 되는 자리야? #00093,stock_analysis,True,synthetic_hardfail
qa-hardfail-00094,현대차 단기 흐름 분석해줘 #00094,stock_analysis,True,synthetic_hardfail
qa-hardfail-00095,LG에너지솔루션 사도 돼? #00095,stock_analysis,True,synthetic_hardfail
qa-hardfail-00096,삼성전자 지금 차트 어때? #00096,stock_analysis,True,synthetic_hardfail
qa-hardfail-00097,SK하이닉스 오늘 들어가도 되는 자리야? #00097,stock_analysis,True,synthetic_hardfail
qa-hardfail-00098,NAVER 단기 흐름 분석해줘 #00098,stock_analysis,True,synthetic_hardfail
qa-hardfail-00099,카카오 사도 돼? #00099,stock_analysis,True,synthetic_hardfail
qa-hardfail-00100,현대차 지금 차트 어때? #00100,stock_analysis,True,synthetic_hardfail
qa-hardfail-00101,LG에너지솔루션 오늘 들어가도 되는 자리야? #00101,stock_analysis,True,synthetic_hardfail
qa-hardfail-00102,삼성전자 단기 흐름 분석해줘 #00102,stock_analysis,True,synthetic_hardfail
qa-hardfail-00103,SK하이닉스 사도 돼? #00103,stock_analysis,True,synthetic_hardfail
qa-hardfail-00104,NAVER 지금 차트 어때? #00104,stock_analysis,True,synthetic_hardfail
qa-hardfail-00105,카카오 오늘 들어가도 되는 자리야? #00105,stock_analysis,True,synthetic_hardfail
qa-hardfail-00106,현대차 단기 흐름 분석해줘 #00106,stock_analysis,True,synthetic_hardfail
qa-hardfail-00107,LG에너지솔루션 사도 돼? #00107,stock_analysis,True,synthetic_hardfail
qa-hardfail-00108,삼성전자 지금 차트 어때? #00108,stock_analysis,True,synthetic_hardfail
qa-hardfail-00109,SK하이닉스 오늘 들어가도 되는 자리야? #00109,stock_analysis,True,synthetic_hardfail
qa-hardfail-00110,NAVER 단기 흐름 분석해줘 #00110,stock_analysis,True,synthetic_hardfail
qa-hardfail-00111,카카오 사도 돼? #00111,stock_analysis,True,synthetic_hardfail
qa-hardfail-00112,현대차 지금 차트 어때? #00112,stock_analysis,True,synthetic_hardfail
qa-hardfail-00113,LG에너지솔루션 오늘 들어가도 되는 자리야? #00113,stock_analysis,True,synthetic_hardfail
qa-hardfail-00114,삼성전자 단기 흐름 분석해줘 #00114,stock_analysis,True,synthetic_hardfail
qa-hardfail-00115,SK하이닉스 사도 돼? #00115,stock_analysis,True,synthetic_hardfail
qa-hardfail-00116,NAVER 지금 차트 어때? #00116,stock_analysis,True,synthetic_hardfail
qa-hardfail-00117,카카오 오늘 들어가도 되는 자리야? #00117,stock_analysis,True,synthetic_hardfail
qa-hardfail-00118,현대차 단기 흐름 분석해줘 #00118,stock_analysis,True,synthetic_hardfail
qa-hardfail-00119,LG에너지솔루션 사도 돼? #00119,stock_analysis,True,synthetic_hardfail
qa-hardfail-00120,삼성전자 지금 차트 어때? #00120,stock_analysis,True,synthetic_hardfail
qa-hardfail-00121,SK하이닉스 오늘 들어가도 되는 자리야? #00121,stock_analysis,True,synthetic_hardfail
qa-hardfail-00122,NAVER 단기 흐름 분석해줘 #00122,stock_analysis,True,synthetic_hardfail
qa-hardfail-00123,카카오 사도 돼? #00123,stock_analysis,True,synthetic_hardfail
qa-hardfail-00124,현대차 지금 차트 어때? #00124,stock_analysis,True,synthetic_hardfail
qa-hardfail-00125,LG에너지솔루션 오늘 들어가도 되는 자리야? #00125,stock_analysis,True,synthetic_hardfail
qa-hardfail-00126,삼성전자 단기 흐름 분석해줘 #00126,stock_analysis,True,synthetic_hardfail
qa-hardfail-00127,SK하이닉스 사도 돼? #00127,stock_analysis,True,synthetic_hardfail
qa-hardfail-00128,NAVER 지금 차트 어때? #00128,stock_analysis,True,synthetic_hardfail
qa-hardfail-00129,카카오 오늘 들어가도 되는 자리야? #00129,stock_analysis,True,synthetic_hardfail
qa-hardfail-00130,현대차 단기 흐름 분석해줘 #00130,stock_analysis,True,synthetic_hardfail
qa-hardfail-00131,LG에너지솔루션 사도 돼? #00131,stock_analysis,True,synthetic_hardfail
qa-hardfail-00132,삼성전자 지금 차트 어때? #00132,stock_analysis,True,synthetic_hardfail
qa-hardfail-00133,SK하이닉스 오늘 들어가도 되는 자리야? #00133,stock_analysis,True,synthetic_hardfail
qa-hardfail-00134,NAVER 단기 흐름 분석해줘 #00134,stock_analysis,True,synthetic_hardfail
qa-hardfail-00135,카카오 사도 돼? #00135,stock_analysis,True,synthetic_hardfail
qa-hardfail-00136,현대차 지금 차트 어때? #00136,stock_analysis,True,synthetic_hardfail
qa-hardfail-00137,LG에너지솔루션 오늘 들어가도 되는 자리야? #00137,stock_analysis,True,synthetic_hardfail
qa-hardfail-00138,삼성전자 단기 흐름 분석해줘 #00138,stock_analysis,True,synthetic_hardfail
qa-hardfail-00139,SK하이닉스 사도 돼? #00139,stock_analysis,True,synthetic_hardfail
qa-hardfail-00140,NAVER 지금 차트 어때? #00140,stock_analysis,True,synthetic_hardfail
qa-hardfail-00141,카카오 오늘 들어가도 되는 자리야? #00141,stock_analysis,True,synthetic_hardfail
qa-hardfail-00142,현대차 단기 흐름 분석해줘 #00142,stock_analysis,True,synthetic_hardfail
qa-hardfail-00143,LG에너지솔루션 사도 돼? #00143,stock_analysis,True,synthetic_hardfail
qa-hardfail-00144,삼성전자 지금 차트 어때? #00144,stock_analysis,True,synthetic_hardfail
qa-hardfail-00145,SK하이닉스 오늘 들어가도 되는 자리야? #00145,stock_analysis,True,synthetic_hardfail
qa-hardfail-00146,NAVER 단기 흐름 분석해줘 #00146,stock_analysis,True,synthetic_hardfail
qa-hardfail-00147,카카오 사도 돼? #00147,stock_analysis,True,synthetic_hardfail
qa-hardfail-00148,현대차 지금 차트 어때? #00148,stock_analysis,True,synthetic_hardfail
qa-hardfail-00149,LG에너지솔루션 오늘 들어가도 되는 자리야? #00149,stock_analysis,True,synthetic_hardfail
qa-hardfail-00150,삼성전자 단기 흐름 분석해줘 #00150,stock_analysis,True,synthetic_hardfail
qa-hardfail-00151,SK하이닉스 사도 돼? #00151,stock_analysis,True,synthetic_hardfail
qa-hardfail-00152,NAVER 지금 차트 어때? #00152,stock_analysis,True,synthetic_hardfail
qa-hardfail-00153,카카오 오늘 들어가도 되는 자리야? #00153,stock_analysis,True,synthetic_hardfail
qa-hardfail-00154,현대차 단기 흐름 분석해줘 #00154,stock_analysis,True,synthetic_hardfail
qa-hardfail-00155,LG에너지솔루션 사도 돼? #00155,stock_analysis,True,synthetic_hardfail
qa-hardfail-00156,삼성전자 지금 차트 어때? #00156,stock_analysis,True,synthetic_hardfail
qa-hardfail-00157,SK하이닉스 오늘 들어가도 되는 자리야? #00157,stock_analysis,True,synthetic_hardfail
qa-hardfail-00158,NAVER 단기 흐름 분석해줘 #00158,stock_analysis,True,synthetic_hardfail
qa-hardfail-00159,카카오 사도 돼? #00159,stock_analysis,True,synthetic_hardfail
qa-hardfail-00160,현대차 지금 차트 어때? #00160,stock_analysis,True,synthetic_hardfail
qa-hardfail-00161,LG에너지솔루션 오늘 들어가도 되는 자리야? #00161,stock_analysis,True,synthetic_hardfail
qa-hardfail-00162,삼성전자 단기 흐름 분석해줘 #00162,stock_analysis,True,synthetic_hardfail
qa-hardfail-00163,SK하이닉스 사도 돼? #00163,stock_analysis,True,synthetic_hardfail
qa-hardfail-00164,NAVER 지금 차트 어때? #00164,stock_analysis,True,synthetic_hardfail
qa-hardfail-00165,카카오 오늘 들어가도 되는 자리야? #00165,stock_analysis,True,synthetic_hardfail
qa-hardfail-00166,현대차 단기 흐름 분석해줘 #00166,stock_analysis,True,synthetic_hardfail
qa-hardfail-00167,LG에너지솔루션 사도 돼? #00167,stock_analysis,True,synthetic_hardfail
qa-hardfail-00168,삼성전자 지금 차트 어때? #00168,stock_analysis,True,synthetic_hardfail
qa-hardfail-00169,SK하이닉스 오늘 들어가도 되는 자리야? #00169,stock_analysis,True,synthetic_hardfail
qa-hardfail-00170,NAVER 단기 흐름 분석해줘 #00170,stock_analysis,True,synthetic_hardfail
qa-hardfail-00171,카카오 사도 돼? #00171,stock_analysis,True,synthetic_hardfail
qa-hardfail-00172,현대차 지금 차트 어때? #00172,stock_analysis,True,synthetic_hardfail
qa-hardfail-00173,LG에너지솔루션 오늘 들어가도 되는 자리야? #00173,stock_analysis,True,synthetic_hardfail
qa-hardfail-00174,삼성전자 단기 흐름 분석해줘 #00174,stock_analysis,True,synthetic_hardfail
qa-hardfail-00175,SK하이닉스 사도 돼? #00175,stock_analysis,True,synthetic_hardfail
qa-hardfail-00176,NAVER 지금 차트 어때? #00176,stock_analysis,True,synthetic_hardfail
qa-hardfail-00177,카카오 오늘 들어가도 되는 자리야? #00177,stock_analysis,True,synthetic_hardfail
qa-hardfail-00178,현대차 단기 흐름 분석해줘 #00178,stock_analysis,True,synthetic_hardfail
qa-hardfail-00179,LG에너지솔루션 사도 돼? #00179,stock_analysis,True,synthetic_hardfail
qa-hardfail-00180,삼성전자 지금 차트 어때? #00180,stock_analysis,True,synthetic_hardfail
qa-hardfail-00181,SK하이닉스 오늘 들어가도 되는 자리야? #00181,stock_analysis,True,synthetic_hardfail
qa-hardfail-00182,NAVER 단기 흐름 분석해줘 #00182,stock_analysis,True,synthetic_hardfail
qa-hardfail-00183,카카오 사도 돼? #00183,stock_analysis,True,synthetic_hardfail
qa-hardfail-00184,현대차 지금 차트 어때? #00184,stock_analysis,True,synthetic_hardfail
qa-hardfail-00185,LG에너지솔루션 오늘 들어가도 되는 자리야? #00185,stock_analysis,True,synthetic_hardfail
qa-hardfail-00186,삼성전자 단기 흐름 분석해줘 #00186,stock_analysis,True,synthetic_hardfail
qa-hardfail-00187,SK하이닉스 사도 돼? #00187,stock_analysis,True,synthetic_hardfail
qa-hardfail-00188,NAVER 지금 차트 어때? #00188,stock_analysis,True,synthetic_hardfail
qa-hardfail-00189,카카오 오늘 들어가도 되는 자리야? #00189,stock_analysis,True,synthetic_hardfail
qa-hardfail-00190,현대차 단기 흐름 분석해줘 #00190,stock_analysis,True,synthetic_hardfail
qa-hardfail-00191,LG에너지솔루션 사도 돼? #00191,stock_analysis,True,synthetic_hardfail
qa-hardfail-00192,삼성전자 지금 차트 어때? #00192,stock_analysis,True,synthetic_hardfail
qa-hardfail-00193,SK하이닉스 오늘 들어가도 되는 자리야? #00193,stock_analysis,True,synthetic_hardfail
qa-hardfail-00194,NAVER 단기 흐름 분석해줘 #00194,stock_analysis,True,synthetic_hardfail
qa-hardfail-00195,카카오 사도 돼? #00195,stock_analysis,True,synthetic_hardfail
qa-hardfail-00196,현대차 지금 차트 어때? #00196,stock_analysis,True,synthetic_hardfail
qa-hardfail-00197,LG에너지솔루션 오늘 들어가도 되는 자리야? #00197,stock_analysis,True,synthetic_hardfail
qa-hardfail-00198,삼성전자 단기 흐름 분석해줘 #00198,stock_analysis,True,synthetic_hardfail
qa-hardfail-00199,SK하이닉스 사도 돼? #00199,stock_analysis,True,synthetic_hardfail
qa-hardfail-00200,NAVER 지금 차트 어때? #00200,stock_analysis,True,synthetic_hardfail
qa-hardfail-00201,카카오 오늘 들어가도 되는 자리야? #00201,stock_analysis,True,synthetic_hardfail
qa-hardfail-00202,현대차 단기 흐름 분석해줘 #00202,stock_analysis,True,synthetic_hardfail
qa-hardfail-00203,LG에너지솔루션 사도 돼? #00203,stock_analysis,True,synthetic_hardfail
qa-hardfail-00204,삼성전자 지금 차트 어때? #00204,stock_analysis,True,synthetic_hardfail
qa-hardfail-00205,SK하이닉스 오늘 들어가도 되는 자리야? #00205,stock_analysis,True,synthetic_hardfail
qa-hardfail-00206,NAVER 단기 흐름 분석해줘 #00206,stock_analysis,True,synthetic_hardfail
qa-hardfail-00207,카카오 사도 돼? #00207,stock_analysis,True,synthetic_hardfail
qa-hardfail-00208,현대차 지금 차트 어때? #00208,stock_analysis,True,synthetic_hardfail
qa-hardfail-00209,LG에너지솔루션 오늘 들어가도 되는 자리야? #00209,stock_analysis,True,synthetic_hardfail
qa-hardfail-00210,삼성전자 단기 흐름 분석해줘 #00210,stock_analysis,True,synthetic_hardfail
qa-hardfail-00211,SK하이닉스 사도 돼? #00211,stock_analysis,True,synthetic_hardfail
qa-hardfail-00212,NAVER 지금 차트 어때? #00212,stock_analysis,True,synthetic_hardfail
qa-hardfail-00213,카카오 오늘 들어가도 되는 자리야? #00213,stock_analysis,True,synthetic_hardfail
qa-hardfail-00214,현대차 단기 흐름 분석해줘 #00214,stock_analysis,True,synthetic_hardfail
qa-hardfail-00215,LG에너지솔루션 사도 돼? #00215,stock_analysis,True,synthetic_hardfail
qa-hardfail-00216,삼성전자 지금 차트 어때? #00216,stock_analysis,True,synthetic_hardfail
qa-hardfail-00217,SK하이닉스 오늘 들어가도 되는 자리야? #00217,stock_analysis,True,synthetic_hardfail
qa-hardfail-00218,NAVER 단기 흐름 분석해줘 #00218,stock_analysis,True,synthetic_hardfail
qa-hardfail-00219,카카오 사도 돼? #00219,stock_analysis,True,synthetic_hardfail
qa-hardfail-00220,현대차 지금 차트 어때? #00220,stock_analysis,True,synthetic_hardfail
qa-hardfail-00221,LG에너지솔루션 오늘 들어가도 되는 자리야? #00221,stock_analysis,True,synthetic_hardfail
qa-hardfail-00222,삼성전자 단기 흐름 분석해줘 #00222,stock_analysis,True,synthetic_hardfail
qa-hardfail-00223,SK하이닉스 사도 돼? #00223,stock_analysis,True,synthetic_hardfail
qa-hardfail-00224,NAVER 지금 차트 어때? #00224,stock_analysis,True,synthetic_hardfail
qa-hardfail-00225,카카오 오늘 들어가도 되는 자리야? #00225,stock_analysis,True,synthetic_hardfail
qa-hardfail-00226,현대차 단기 흐름 분석해줘 #00226,stock_analysis,True,synthetic_hardfail
qa-hardfail-00227,LG에너지솔루션 사도 돼? #00227,stock_analysis,True,synthetic_hardfail
qa-hardfail-00228,삼성전자 지금 차트 어때? #00228,stock_analysis,True,synthetic_hardfail
qa-hardfail-00229,SK하이닉스 오늘 들어가도 되는 자리야? #00229,stock_analysis,True,synthetic_hardfail
qa-hardfail-00230,NAVER 단기 흐름 분석해줘 #00230,stock_analysis,True,synthetic_hardfail
qa-hardfail-00231,카카오 사도 돼? #00231,stock_analysis,True,synthetic_hardfail
qa-hardfail-00232,현대차 지금 차트 어때? #00232,stock_analysis,True,synthetic_hardfail
qa-hardfail-00233,LG에너지솔루션 오늘 들어가도 되는 자리야? #00233,stock_analysis,True,synthetic_hardfail
qa-hardfail-00234,삼성전자 단기 흐름 분석해줘 #00234,stock_analysis,True,synthetic_hardfail
qa-hardfail-00235,SK하이닉스 사도 돼? #00235,stock_analysis,True,synthetic_hardfail
qa-hardfail-00236,NAVER 지금 차트 어때? #00236,stock_analysis,True,synthetic_hardfail
qa-hardfail-00237,카카오 오늘 들어가도 되는 자리야? #00237,stock_analysis,True,synthetic_hardfail
qa-hardfail-00238,현대차 단기 흐름 분석해줘 #00238,stock_analysis,True,synthetic_hardfail
qa-hardfail-00239,LG에너지솔루션 사도 돼? #00239,stock_analysis,True,synthetic_hardfail
qa-hardfail-00240,삼성전자 지금 차트 어때? #00240,stock_analysis,True,synthetic_hardfail
qa-hardfail-00241,SK하이닉스 오늘 들어가도 되는 자리야? #00241,stock_analysis,True,synthetic_hardfail
qa-hardfail-00242,NAVER 단기 흐름 분석해줘 #00242,stock_analysis,True,synthetic_hardfail
qa-hardfail-00243,카카오 사도 돼? #00243,stock_analysis,True,synthetic_hardfail
qa-hardfail-00244,현대차 지금 차트 어때? #00244,stock_analysis,True,synthetic_hardfail
qa-hardfail-00245,LG에너지솔루션 오늘 들어가도 되는 자리야? #00245,stock_analysis,True,synthetic_hardfail
qa-hardfail-00246,삼성전자 단기 흐름 분석해줘 #00246,stock_analysis,True,synthetic_hardfail
qa-hardfail-00247,SK하이닉스 사도 돼? #00247,stock_analysis,True,synthetic_hardfail
qa-hardfail-00248,NAVER 지금 차트 어때? #00248,stock_analysis,True,synthetic_hardfail
qa-hardfail-00249,카카오 오늘 들어가도 되는 자리야? #00249,stock_analysis,True,synthetic_hardfail
qa-hardfail-00250,현대차 단기 흐름 분석해줘 #00250,stock_analysis,True,synthetic_hardfail
qa-hardfail-00251,LG에너지솔루션 사도 돼? #00251,stock_analysis,True,synthetic_hardfail
qa-hardfail-00252,삼성전자 지금 차트 어때? #00252,stock_analysis,True,synthetic_hardfail
qa-hardfail-00253,SK하이닉스 오늘 들어가도 되는 자리야? #00253,stock_analysis,True,synthetic_hardfail
qa-hardfail-00254,NAVER 단기 흐름 분석해줘 #00254,stock_analysis,True,synthetic_hardfail
qa-hardfail-00255,카카오 사도 돼? #00255,stock_analysis,True,synthetic_hardfail
qa-hardfail-00256,현대차 지금 차트 어때? #00256,stock_analysis,True,synthetic_hardfail
qa-hardfail-00257,LG에너지솔루션 오늘 들어가도 되는 자리야? #00257,stock_analysis,True,synthetic_hardfail
qa-hardfail-00258,삼성전자 단기 흐름 분석해줘 #00258,stock_analysis,True,synthetic_hardfail
qa-hardfail-00259,SK하이닉스 사도 돼? #00259,stock_analysis,True,synthetic_hardfail
qa-hardfail-00260,NAVER 지금 차트 어때? #00260,stock_analysis,True,synthetic_hardfail
qa-hardfail-00261,카카오 오늘 들어가도 되는 자리야? #00261,stock_analysis,True,synthetic_hardfail
qa-hardfail-00262,현대차 단기 흐름 분석해줘 #00262,stock_analysis,True,synthetic_hardfail
qa-hardfail-00263,LG에너지솔루션 사도 돼? #00263,stock_analysis,True,synthetic_hardfail
qa-hardfail-00264,삼성전자 지금 차트 어때? #00264,stock_analysis,True,synthetic_hardfail
qa-hardfail-00265,SK하이닉스 오늘 들어가도 되는 자리야? #00265,stock_analysis,True,synthetic_hardfail
qa-hardfail-00266,NAVER 단기 흐름 분석해줘 #00266,stock_analysis,True,synthetic_hardfail
qa-hardfail-00267,카카오 사도 돼? #00267,stock_analysis,True,synthetic_hardfail
qa-hardfail-00268,현대차 지금 차트 어때? #00268,stock_analysis,True,synthetic_hardfail
qa-hardfail-00269,LG에너지솔루션 오늘 들어가도 되는 자리야? #00269,stock_analysis,True,synthetic_hardfail
qa-hardfail-00270,삼성전자 단기 흐름 분석해줘 #00270,stock_analysis,True,synthetic_hardfail
qa-hardfail-00271,SK하이닉스 사도 돼? #00271,stock_analysis,True,synthetic_hardfail
qa-hardfail-00272,NAVER 지금 차트 어때? #00272,stock_analysis,True,synthetic_hardfail
